"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL2312188"	""	"0"	"338.40"	"0"	"3.27"	"3"	"CNc1nc(C)c(-c2nc(Nc3cccc(O)c3)ncc2C#N)s1"	"Ki"	"'='"	"12.0"	"nM"	"7.92"	""	""	"UO_0000065"	"23.41"	"0.45"	"4.65"	"7.42"	"0"	"CHEMBL2320998"	"Inhibition of CDK2/Cyclin A (174 to 432 amino acid residues) (unknown origin) by differential scanning fluorimetry assay"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2311463"	"1"	"Scientific Literature"	"J. Med. Chem."	"2013"	"None"	""
"CHEMBL1270816"	""	"0"	"390.45"	"0"	"2.25"	"5"	"CC(=O)Nc1ccc(CNc2ncc3c(n2)-c2c(c(C(N)=O)cn2C)CC3)cc1"	"IC50"	"'='"	"13.0"	"nM"	"7.89"	""	""	"UO_0000065"	"20.20"	"0.37"	"5.64"	"6.86"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1271327"	""	"0"	"325.42"	"0"	"2.29"	"15"	"CNC(=O)c1cn(C)c2c1CCc1cnc(NC3CCCC3)nc1-2"	"IC50"	"'='"	"97.05"	"nM"	"7.01"	""	""	"UO_0000065"	"21.55"	"0.40"	"4.72"	"9.76"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1271436"	""	"0"	"417.51"	"0"	"3.97"	"18"	"Cn1cc(C(=O)N(O)Cc2ccccc2)c2c1-c1nc(NC3CCCC3)ncc1CC2"	"IC50"	"'='"	"1370.88"	"nM"	"5.86"	""	""	"UO_0000065"	"14.04"	"0.26"	"1.89"	"7.04"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1270817"	""	"0"	"412.49"	"0"	"1.97"	"37"	"CCOC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(=O)NC)cn2C)CC3)CC1"	"IC50"	"'='"	"57.94"	"nM"	"7.24"	""	""	"UO_0000065"	"17.54"	"0.33"	"5.27"	"7.14"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1271329"	""	"0"	"417.52"	"0"	"2.17"	"47"	"CN1CCN(c2ccc(Nc3ncc4c(n3)-c3c(c(C(N)=O)cn3C)CC4)cc2)CC1"	"IC50"	"'='"	"2.0"	"nM"	"8.70"	""	""	"UO_0000065"	"20.83"	"0.38"	"6.53"	"9.42"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1271438"	""	"0"	"347.42"	"0"	"3.16"	"50"	"Cn1cc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2(C)C"	"IC50"	"'='"	"23.99"	"nM"	"7.62"	""	""	"UO_0000065"	"21.93"	"0.40"	"4.46"	"8.88"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1095132"	""	"0"	"365.35"	"0"	"1.73"	"30"	"Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccc([N+](=O)[O-])cc3)ncc1CC2"	"IC50"	"'='"	"14.0"	"nM"	"7.85"	""	""	"UO_0000065"	"21.50"	"0.40"	"6.12"	"5.54"	"0"	"CHEMBL1109145"	"Inhibition of CDK2/Cyclin A assessed as [33P]gamma-ATP incorporation into substrate after 60 mins by gamma counting"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157785"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL140205"	""	"0"	"340.39"	"0"	"2.06"	"9a"	"CNCc1cc(NC(=O)Nc2cccc3c2C2CCCN2C3=O)[nH]n1"	"IC50"	"'='"	"14000.0"	"nM"	"4.85"	""	""	"UO_0000065"	"14.26"	"0.27"	"2.79"	"4.75"	"0"	"CHEMBL824727"	"Inhibition of human recombinant cyclin A-CDK2"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1134322"	"1"	"Scientific Literature"	"J. Med. Chem."	"2001"	"None"	""
"CHEMBL143361"	""	"0"	"368.44"	"0"	"2.84"	"9b"	"CCCNCc1cc(NC(=O)Nc2cccc3c2C2CCCN2C3=O)[nH]n1"	"IC50"	"'='"	"12000.0"	"nM"	"4.92"	""	""	"UO_0000065"	"13.36"	"0.25"	"2.08"	"4.82"	"0"	"CHEMBL824727"	"Inhibition of human recombinant cyclin A-CDK2"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1134322"	"1"	"Scientific Literature"	"J. Med. Chem."	"2001"	"None"	""
"CHEMBL1643227"	""	"0"	"376.26"	"0"	"2.29"	"22b"	"Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCCN4)nc23)cn1"	"IC50"	"'='"	"28700.0"	"nM"	"4.54"	""	""	"UO_0000065"	"12.07"	"0.27"	"2.25"	"5.28"	"0"	"CHEMBL1647911"	"Inhibition of recombinant CDK2/Cyclin A expressed in insect Sf9 cells assessed as inhibition of [33P]-ATP incorporation into biotinylated histone H1 after 1 hr by liquid scintillation counting"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1641419"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"CHEMBL3308860"	""
"CHEMBL1643232"	""	"0"	"336.20"	"0"	"0.98"	"22g"	"Cn1cc(-c2cnn3c(N)c(Br)c(CCN)nc23)cn1"	"IC50"	"'='"	"920.0"	"nM"	"6.04"	""	""	"UO_0000065"	"17.95"	"0.41"	"5.06"	"6.03"	"0"	"CHEMBL1647911"	"Inhibition of recombinant CDK2/Cyclin A expressed in insect Sf9 cells assessed as inhibition of [33P]-ATP incorporation into biotinylated histone H1 after 1 hr by liquid scintillation counting"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1641419"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"CHEMBL3308860"	""
"CHEMBL1945704"	""	"0"	"485.63"	"1"	"5.13"	"27k"	"CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1"	"IC50"	"'='"	"250.0"	"nM"	"6.60"	""	""	"UO_0000065"	"13.59"	"0.25"	"1.47"	"10.52"	"0"	"CHEMBL1947380"	"Inhibition of recombinant Cdk2/cyclin A using RbING as substrate after 2 hrs by luminescence assay"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1944548"	"1"	"Scientific Literature"	"J. Med. Chem."	"2012"	"None"	""
"CHEMBL1923097"	""	"0"	"452.29"	"0"	"0.99"	"3j"	"N#Cc1c(-c2ccc(Br)s2)n([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c2ncnc(N)c12"	"IC50"	"'='"	"55000.0"	"nM"	"4.26"	""	""	"UO_0000065"	"9.42"	"0.22"	"3.27"	"2.83"	"0"	"CHEMBL1925859"	"Inhibition of CDK2/Cyclin A2 in human HeLa cell extracts using histone H1 as substrate preincubated for 30 mins before substrate addition measured after 15 mins by autoradiography"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"HeLa"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1921796"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"CHEMBL3308376"	""
"CHEMBL340949"	""	"0"	"381.44"	"0"	"3.84"	"40"	"COC(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1"	"IC50"	"'='"	"25000.0"	"nM"	"4.60"	""	""	"UO_0000065"	"12.06"	"0.22"	"0.76"	"4.51"	"0"	"CHEMBL662529"	"Inhibition of Cyclin-dependent kinase 2-Cyclin A3 at 10 uM"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1138832"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL565705"	""	"0"	"456.60"	"0"	"4.76"	"8a"	"CC(C)n1cnc2c(NCc3ccc(-c4ccccc4)nc3)nc(N[C@H]3CC[C@H](N)CC3)nc21"	"IC50"	"'='"	"100.0"	"nM"	"7.00"	""	""	"UO_0000065"	"15.33"	"0.28"	"2.24"	"6.57"	"0"	"CHEMBL1058435"	"Inhibition of recombinant Cdk2/cyclinA"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154657"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL1269905"	""	"0"	"459.60"	"0"	"3.17"	"52"	"CNC(=O)c1cn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2"	"IC50"	"'='"	"44.98"	"nM"	"7.35"	""	""	"UO_0000065"	"15.99"	"0.30"	"4.18"	"9.38"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1744458"	""	"0"	"387.53"	"0"	"2.85"	"33"	"CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C3CC3)CC1)C2(C)C"	"IC50"	"'='"	"24.0"	"nM"	"7.62"	""	""	"UO_0000065"	"19.66"	"0.37"	"4.77"	"9.37"	"0"	"CHEMBL1074419"	"Inhibition of human CDK2/cyclin A expressed in Escherichia coli BL21 by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157586"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL16571"	""	"0"	"318.64"	"0"	"4.67"	"13"	"CC(C)(C)Nc1nc(C(Cl)(Cl)Cl)nc2ccccc12"	"IC50"	"'='"	"25800.0"	"nM"	"4.59"	""	""	"UO_0000065"	"14.40"	"0.33"	"-0.08"	"12.14"	"0"	"CHEMBL820002"	"Inhibition of human cyclin dependent kinase 2 (CDK2/A)"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1134251"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2001"	"None"	""
"CHEMBL180868"	""	"0"	"322.37"	"0"	"2.85"	"6i1"	"CCOC(=O)c1nn(-c2ccc(C)cc2)c2c1CCc1n[nH]cc1-2"	"IC50"	"'='"	"8500.0"	"nM"	"5.07"	""	""	"UO_0000065"	"15.73"	"0.29"	"2.22"	"6.97"	"0"	"CHEMBL829439"	"Inhibition of Cyclin A-cyclin-dependent kinase 2"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1144365"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2005"	"None"	""
"CHEMBL180379"	""	"0"	"372.41"	"0"	"0.37"	"7b1"	"CNS(=O)(=O)c1ccc(-n2nc(C(N)=O)c3c2-c2c[nH]nc2CC3)cc1"	"IC50"	"'='"	"40.0"	"nM"	"7.40"	""	""	"UO_0000065"	"19.87"	"0.39"	"7.03"	"5.45"	"0"	"CHEMBL829439"	"Inhibition of Cyclin A-cyclin-dependent kinase 2"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1144365"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2005"	"None"	""
"CHEMBL1271842"	""	"0"	"399.89"	"0"	"2.59"	"52"	"CC(C)c1n[nH]c(Cl)c1-c1ccnc(Nc2ccc(N3CCNCC3)nn2)n1"	"IC50"	"'='"	"1546.0"	"nM"	"5.81"	""	""	"UO_0000065"	"14.53"	"0.28"	"3.22"	"5.40"	"0"	"CHEMBL1273631"	"Inhibition of human CDK2/cyclin A after 2 hrs by IMAP-FP assay"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1269009"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL1643216"	""	"0"	"373.46"	"0"	"2.85"	"9j"	"Cn1cc(-c2cnn3c(N)c(-c4ccccc4)c(C4CCCNC4)nc23)cn1"	"IC50"	"'='"	"8300.0"	"nM"	"5.08"	""	""	"UO_0000065"	"13.60"	"0.25"	"2.23"	"5.90"	"0"	"CHEMBL1647911"	"Inhibition of recombinant CDK2/Cyclin A expressed in insect Sf9 cells assessed as inhibition of [33P]-ATP incorporation into biotinylated histone H1 after 1 hr by liquid scintillation counting"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1641419"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"CHEMBL3308860"	""
"CHEMBL1643229"	""	"0"	"378.23"	"0"	"1.14"	"22d"	"Cn1cc(-c2cnn3c(N)c(Br)c(C4CNCCO4)nc23)cn1"	"IC50"	"'='"	"1200.0"	"nM"	"5.92"	""	""	"UO_0000065"	"15.65"	"0.35"	"4.78"	"6.21"	"0"	"CHEMBL1647911"	"Inhibition of recombinant CDK2/Cyclin A expressed in insect Sf9 cells assessed as inhibition of [33P]-ATP incorporation into biotinylated histone H1 after 1 hr by liquid scintillation counting"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1641419"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"CHEMBL3308860"	""
"CHEMBL1643252"	""	"0"	"300.39"	"0"	"1.90"	"9r"	"Nc1cc(C2CCCNC2)nc2c(-c3ccns3)cnn12"	"IC50"	"'='"	"790.0"	"nM"	"6.10"	""	""	"UO_0000065"	"20.31"	"0.40"	"4.20"	"7.52"	"0"	"CHEMBL1647913"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1641420"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL359556"	""	"0"	"353.43"	"0"	"2.90"	"30(table 3)"	"CC(C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCN(C)C2=O)cc1"	"IC50"	"'='"	"29.0"	"nM"	"7.54"	""	""	"UO_0000065"	"21.33"	"0.40"	"4.64"	"9.27"	"0"	"CHEMBL833553"	"Inhibition of cyclin dependent kinase 2-cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1143606"	"1"	"Scientific Literature"	"J. Med. Chem."	"2005"	"None"	""
"CHEMBL1271123"	""	"0"	"334.38"	"0"	"1.69"	"11"	"Cn1cc(C(N)=O)c2c1-c1nc(NCc3ccccn3)ncc1CC2"	"IC50"	"'='"	"86.9"	"nM"	"7.06"	""	""	"UO_0000065"	"21.12"	"0.39"	"5.37"	"7.15"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1270117"	""	"0"	"341.42"	"0"	"1.49"	"24"	"NC(=O)c1cn(CCO)c2c1CCc1cnc(NC3CCCC3)nc1-2"	"IC50"	"'='"	"7.998"	"nM"	"8.10"	""	""	"UO_0000065"	"23.72"	"0.44"	"6.61"	"7.63"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1271124"	""	"0"	"359.43"	"0"	"3.22"	"43"	"Cn1cc(C(=O)NC2CC2)c2c1-c1nc(Nc3ccccc3)ncc1CC2"	"IC50"	"'='"	"80.91"	"nM"	"7.09"	""	""	"UO_0000065"	"19.73"	"0.36"	"3.87"	"9.87"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1271228"	""	"0"	"395.47"	"0"	"4.58"	"45"	"Cn1cc(C(=O)Nc2ccccc2)c2c1-c1nc(Nc3ccccc3)ncc1CC2"	"IC50"	"'='"	"574.12"	"nM"	"6.24"	""	""	"UO_0000065"	"15.78"	"0.28"	"1.66"	"8.69"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1270012"	""	"0"	"446.56"	"0"	"3.26"	"54"	"CNC(=O)c1cn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCOCC4)cc3)nc1-2"	"IC50"	"'='"	"137.09"	"nM"	"6.86"	""	""	"UO_0000065"	"15.37"	"0.28"	"3.60"	"8.14"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1269903"	""	"0"	"373.46"	"0"	"3.49"	"20"	"NC(=O)c1cn(-c2ccccc2)c2c1CCc1cnc(NC3CCCC3)nc1-2"	"IC50"	"'='"	"20.0"	"nM"	"7.70"	""	""	"UO_0000065"	"20.62"	"0.38"	"4.21"	"8.97"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1270614"	""	"0"	"452.56"	"0"	"0.92"	"34"	"CN1CCN(C(=O)N2CCC(Nc3ncc4c(n3)-c3c(c(C(N)=O)cn3C)CC4)CC2)CC1"	"IC50"	"'='"	"11.99"	"nM"	"7.92"	""	""	"UO_0000065"	"17.50"	"0.33"	"7.00"	"7.03"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1270515"	""	"0"	"418.55"	"0"	"3.48"	"64"	"CNC(=O)c1cn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(CN(C)C)cc3)nc1-2"	"IC50"	"'='"	"34.99"	"nM"	"7.46"	""	""	"UO_0000065"	"17.81"	"0.33"	"3.98"	"9.93"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL573263"	""	"0"	"455.61"	"1"	"5.37"	"3l"	"CC(C)n1cnc2c(NCc3ccc(-c4ccccc4)cc3)nc(N[C@@H]3CCCC[C@@H]3N)nc21"	"IC50"	"'='"	"900.0"	"nM"	"6.05"	""	""	"UO_0000065"	"13.27"	"0.24"	"0.68"	"6.45"	"0"	"CHEMBL1063859"	"Inhibition of recombinant CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154643"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL576771"	""	"0"	"506.10"	"1"	"5.41"	"18a"	"CC(C)n1cnc2c(NCCc3ccc(-c4ccccc4)cc3)nc(N[C@H]3CC[C@H](N)CC3)nc21.Cl"	"IC50"	"'='"	"1000.0"	"nM"	"6.00"	""	""	"UO_0000065"	"12.78"	"0.23"	"0.59"	"6.40"	"0"	"CHEMBL1063859"	"Inhibition of recombinant CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154643"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
